0,1,2,3,4,5,6
24.10438501650379,84.41070829042992,12.095044507812581,58.288401064390094,100.01839929509113,2.7322626872801132,97.48917441656369
32.71082300405527,81.91511085952803,12.607658155038076,15.107485596963429,100.52044640350124,5.013906700617937,196.89220193225688
31.731579900157108,63.775273921475176,11.074584289881335,64.84224166330935,100.14271171802788,2.0260311499785515,129.0968164420796
20.77383984857003,47.515754573404436,12.367140459595642,69.03410953454724,100.77037514893664,3.1997519104681924,313.2535794793203
30.33957644480671,84.12064899656542,15.131331999455139,12.213301975153879,100.81348114724774,4.5534640790882825,38.84437597212574
20.951394905194043,70.76483839468844,20.103063593921696,34.49563981976623,100.73472245843492,6.20988086086531,270.1646753045807
24.758979511101437,73.60899514656433,14.142882059539428,77.71463188488994,100.34032517468019,4.589535462221938,91.42692809068063
32.59854263335118,72.18988474102626,19.28627263295065,71.21108266921624,100.62588773905928,6.828583835641946,47.307121808725526
27.047768481479412,73.61704164787515,19.17636012143715,33.07094931478145,100.37872808957336,3.1669278698926684,103.4795837407729
27.923783925831323,86.45950884927043,18.449896118408066,48.41195545135091,99.89620405956597,3.001516402622614,247.9865606708128
23.98536334945527,74.7517397539786,14.536292219788027,40.31640483475964,100.05892947822792,2.9891745010929602,69.03550892649866
25.267920942441997,71.68743422674886,19.037789156936782,32.508826706770996,100.42935808609614,1.9374102491913272,252.7873350875687
24.160848539283094,82.42033073397198,14.403062506712487,51.08646114756845,100.3239853481882,2.036438971388927,208.41356766094177
30.288301934628517,62.335838540854,10.219499344803552,3.0673364839488535,100.53383120971088,4.122772574740609,302.8370950411733
25.52177015595894,54.551459902347744,13.191439425798087,71.48002785631539,100.75314019637194,4.409679535676655,264.3712644637163
33.22027448835737,65.1770669906371,12.287952511208704,60.28916774242343,100.83245351994022,3.062411339430809,121.13603763571263
28.28667105436857,47.40151120243359,17.171412691216073,22.616746811262935,100.8900581547085,6.153338597566578,80.6733034039073
28.41912019777945,73.72301395806409,15.418700283285157,3.694193630937446,100.74663868236502,5.102075382104533,154.0837576215302
29.731414085581427,64.30509232245423,17.478443840320182,35.09612877589954,100.12558090315322,2.7883314356393516,109.98819168867992
32.14484827055651,74.53189423383897,12.029946036259226,32.63398683019181,99.98826083777416,5.1839516435922075,124.85899047508164
29.765023089454587,76.46432322855057,19.929889096814357,57.56318794600982,100.39123289981947,4.9700041175112615,38.157179462499
21.793292726599788,51.049862895444434,13.610510442026774,10.488688261545,100.82559997795144,5.717458021508411,44.28025827223087
21.774389202114794,84.20696645463434,13.033231756274674,76.22527521473042,100.80575716826044,2.590745979710978,248.60740251311125
32.12142711537336,88.7459868730389,15.016628465507413,75.5011889450354,100.66149220717439,5.556546375909407,217.41219919484038
30.738591374445186,86.78395341685508,11.59146385428968,69.54678069118143,100.21441836215057,1.6104830780890618,198.4368742486493
23.770437547280302,51.596878397759774,17.91615633006184,6.228196257579245,100.7633897280507,3.1683392074024326,238.3941112527566
32.72923196900355,82.90547558671068,20.713964265685718,17.78335389666944,100.06304976060487,3.345210918506364,63.75202207906119
30.315121231374548,57.784916012017625,18.23861512627558,27.327797119884337,99.95173418579652,3.83306085398819,43.25380806505383
24.976023189433068,61.292310375416704,19.40278942502406,52.824597220033226,100.44842655671141,3.5123716675285532,207.7691479851229
30.105464345787574,66.05335423022322,16.4226587576319,15.823704311330053,100.79931019320165,6.052197308332866,57.34114975579291
